ResourceCategory,ResourceType,Name,Description,visible,verified,tags,metricName,metricNamespace,severity,windowSize,evaluationFrequency,timeAggregation,operator,threshold,criterionType,dimensions,alertSensitivity,failingPeriods,metricMeasureColumn,resouceIdColumn,autoMitigate,references
Network,vpnGateways,TunnelIngressBytes,Metric Alert for VPN Gateway TunnelIngressBytes,TRUE,FALSE,alz,TunnelIngressBytes,Microsoft.Network/vpnGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelIngressPacketDropCount,Metric Alert for VPN Gateway tunnel TunnelIngressPacketDropCount,TRUE,FALSE,alz,TunnelIngressPacketDropCount,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelIngressPacketDropTSMismatch,Metric Alert for Vnet Gateway tunnel TunnelIngressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelIngressPacketDropTSMismatch,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,virtualNetworkGateways,TunnelAverageBandwidth,Average bandwidth of a tunnel in bytes per second,TRUE,FALSE,alz,TunnelAverageBandwidth,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT1M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelEgressBytes,Metric Alert for VNet Gateway Tunnel Egress Bytes,TRUE,FALSE,alz,TunnelEgressBytes,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelEgressPacketDropCount,Metric Alert for Vnet Gateway tunnel TunnelEgressPacketDropCount,TRUE,FALSE,alz,TunnelEgressPacketDropCount,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelEgressPacketDropTSMismatch,Metric Alert for Vnet Gateway tunnel TunnelEgressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelEgressPacketDropTSMismatch,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,ExpressRouteGatewayBitsPerSecond,Metric Alert for VNet Gateway Express Route Bits Per Second,TRUE,FALSE,alz,ExpressRouteGatewayBitsPerSecond,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT1M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,ExpressRouteGatewayCpuUtilization,CPU Utilization of the ExpressRoute Gateway,TRUE,FALSE,alz,ExpressRouteGatewayCpuUtilization,Microsoft.Network/virtualNetworkGateways,1,PT5M,PT1M,Average,GreaterThan,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelIngressBytes,Metric Alert for VNet Gateway Tunnel ingress Bytes,TRUE,FALSE,alz,TunnelIngressBytes,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelIngressPacketDropCount,Metric Alert for Vnet Gateway tunnel TunnelIngressPacketDropCount,TRUE,FALSE,alz,TunnelIngressPacketDropCount,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelIngressPacketDropTSMismatch,Metric Alert for Vnet Gateway tunnel TunnelIngressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelIngressPacketDropTSMismatch,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,AverageBandwidth,Site-to-site bandwidth of a gateway in bytes per second,TRUE,FALSE,"auto-generated, agc-342",AverageBandwidth,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,450000000.0,StaticThresholdCriterion,,,,,,,
Network,expressRouteCircuits,ArpAvailability,ARP Availability from MSEE towards all peers.,TRUE,TRUE,alz,ArpAvailability,Microsoft.Network/expressRouteCircuits,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,BgpAvailability,BGP Availability from MSEE towards all peers.,TRUE,TRUE,alz,BgpAvailability,Microsoft.Network/expressRouteCircuits,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,QosDropBitsInPerSecond,Ingress bits of data dropped per second,TRUE,FALSE,alz,QosDropBitsInPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,QosDropBitsOutPerSecond,Egress bits of data dropped per second,TRUE,FALSE,alz,QosDropBitsOutPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,globalreachbitsinpersecond,,TRUE,FALSE,"auto-generated, agc-15",globalreachbitsinpersecond,Microsoft.Network/expressRouteCircuits,null,null,null,Average,null,0.0,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/azure/expressroute/expressroute-monitoring-metrics-alerts#expressroute-metrics
Network,expressRouteCircuits,globalreachbitsoutpersecond,,TRUE,FALSE,"auto-generated, agc-14",globalreachbitsoutpersecond,Microsoft.Network/expressRouteCircuits,null,null,null,Average,null,0.0,StaticThresholdCriterion,,,,,,false,"[{""name"": ""View Global Reach Metrics""}]"
Network,expressRouteCircuits,BitsInPerSecond,Bits ingressing Azure per second,TRUE,FALSE,"auto-generated, agc-1594",BitsInPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT1M,Average,GreaterThan,800000000.0,StaticThresholdCriterion,,,,,,,
Network,expressRouteCircuits,BitsOutPerSecond,Bits egressing Azure per second,TRUE,FALSE,"auto-generated, agc-1381",BitsOutPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT1M,Average,GreaterThan,800000000.0,StaticThresholdCriterion,,,,,,,
Network,expressRouteGateways,ERGatewayConnectionBitsInPerSecond,ERGatewayConnectionBitsInPerSecond,TRUE,FALSE,alz,ERGatewayConnectionBitsInPerSecond,Microsoft.Network/expressRouteGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/expressroute/expressroute-monitoring-metrics-alerts#expressroute-gateways
Network,expressRouteGateways,ERGatewayConnectionBitsOutPerSecond,Metric Alert for ER Gateway Connection BitsOutPerSecond,TRUE,FALSE,alz,ERGatewayConnectionBitsOutPerSecond,Microsoft.Network/expressRouteGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/expressroute/expressroute-monitoring-metrics-alerts#expressroute-gateways
Network,expressRouteGateways,ExpressRouteGatewayCpuUtilization,Metric Alert for ER Gateway Express Route CPU Utilization,TRUE,TRUE,alz,ExpressRouteGatewayCpuUtilization,Microsoft.Network/expressRouteGateways,1,PT5M,PT1M,Average,GreaterThan,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/expressroute/expressroute-monitoring-metrics-alerts#expressroute-gateways
Network,virtualNetworks,IfUnderDDoSAttack,Metric Alert for VNet DDOS Attack,TRUE,FALSE,alz,IfUnderDDoSAttack,Microsoft.Network/virtualNetworks,1,PT5M,PT1M,Maximum,GreaterThan,0,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworks-metrics
Network,expressRoutePorts,PortBitsInPerSecond,Metric Alert for ER Direct Connection BitsInPerSecond,TRUE,FALSE,alz,PortBitsInPerSecond,Microsoft.Network/expressRoutePorts,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,PortBitsOutPerSecond,Metric Alert for ER Direct Connection BitsOutPerSecond,TRUE,FALSE,alz,PortBitsOutPerSecond,Microsoft.Network/expressRoutePorts,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,LineProtocol,Metric Alert for ER Direct Connection LineProtocol,TRUE,FALSE,alz,LineProtocol,Microsoft.Network/expressRoutePorts,0,PT5M,PT5M,Average,LessThan,0.9,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,RxLightLevel - High,Metric Alert for ER Direct Connection RxLightLevel High,TRUE,FALSE,alz,RxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,GreaterThan,0,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,RxLightLevel - Low,Metric Alert for ER Direct Connection RxLightLevel Low,TRUE,FALSE,alz,RxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,LessThan,-10,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,TxLightLevel - High,Metric Alert for ER Direct Connection TxLightLevel High,TRUE,FALSE,alz,TxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,GreaterThan,0,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,TxLightLevel - Low,Metric Alert for ER Direct Connection TxLightLevel Low,TRUE,FALSE,alz,TxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,LessThan,-10,StaticThresholdCriterion,,,,,,false,
Network,azureFirewalls,FirewallHealth,Indicates the overall health of this firewall,TRUE,FALSE,alz,FirewallHealth,Microsoft.Network/azureFirewalls,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,https://docs.microsoft.com/en-us/azure/firewall/logs-and-metrics#metrics
Network,azureFirewalls,SNATPortUtilization,Percentage of outbound SNAT ports currently in use,TRUE,FALSE,alz,SNATPortUtilization,Microsoft.Network/azureFirewalls,1,PT5M,PT1M,Average,GreaterThan,80,StaticThresholdCriterion,,,,,,false,https://docs.microsoft.com/en-us/azure/firewall/logs-and-metrics#metrics
Network,azureFirewalls,Throughput,Throughput processed by this firewall,TRUE,FALSE,"auto-generated, agc-446",Throughput,Microsoft.Network/azureFirewalls,2,PT5M,PT1M,Average,GreaterThan,27000000000.0,StaticThresholdCriterion,,,,,,,
Network,loadBalancers,VipAvailability,Average Load Balancer data path availability per time duration,TRUE,TRUE,alz,VipAvailability,Microsoft.Network/loadBalancers,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#multi-dimensional-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#is-the-data-path-up-and-available-for-my-load-balancer-frontend"
Network,loadBalancers,GlobalBackendAvailability,Metric Alert for Global Backend Availability,TRUE,FALSE,alz,GlobalBackendAvailability,Microsoft.Network/loadBalancers,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
Network,loadBalancers,DipAvailability,Average Load Balancer health probe status per time duration,TRUE,TRUE,alz,DipAvailability,Microsoft.Network/loadBalancers,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#are-the-backend-instances-for-my-load-balancer-responding-to-probes"
Network,loadBalancers,UsedSNATPorts,Metric Alert for ALB Used SNAT Ports,TRUE,TRUE,alz,UsedSNATPorts,Microsoft.Network/loadBalancers,1,PT5M,PT1M,Average,GreaterThan,900,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/monitor-load-balancer#alerts
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#how-do-i-check-my-snat-port-usage-and-allocation"
Network,loadBalancers,SnatConnectionCount,Total number of new SNAT connections created within time period,TRUE,FALSE,"auto-generated, agc-3226",SnatConnectionCount,Microsoft.Network/loadBalancers,1,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""connectionstate"", ""values"": [""failed""]}]",,,,,false,
Network,loadBalancers,Byte Count,Total number of bytes passing through load balancer,TRUE,FALSE,,Bytecount,Microsoft.Network/loadBalancers,1,PT5M,PT1M,Total,,,StaticThresholdCriterion,,,,,,false,
Network,loadBalancers,PacketCount,total number of packet passing through load balancer,TRUE,FALSE,,PacketCount,Microsoft.Network/loadBalancers,1,PT5M,PT1M,Total,,,StaticThresholdCriterion,,,,,,false,
Network,loadBalancers,AllocatedSnartPorts,total number of port allocated for SNAT,TRUE,FALSE,,AllocatedSnartPorts,Microsoft.Network/loadBalancers,1,PT5M,PT1M,Average,,,StaticThresholdCriterion,,,,,,false,
Network,loadBalancers,SYNCount,number of syn packet which represent an attempt to establish tcp connection.,TRUE,FALSE,,SYNCount,Microsoft.Network/loadBalancers,1,PT5M,PT1M,Total,,,StaticThresholdCriterion,,,,,,false,
Network,connections,BitsInPerSecond,Bits ingressing Azure per second,TRUE,FALSE,"auto-generated, agc-766",BitsInPerSecond,Microsoft.Network/connections,3,PT15M,PT5M,Average,GreaterThan,6000000000.0,StaticThresholdCriterion,,,,,,,
Network,connections,BitsOutPerSecond,Bits egressing Azure per second,TRUE,FALSE,"auto-generated, agc-718",BitsOutPerSecond,Microsoft.Network/connections,3,PT15M,PT5M,Average,GreaterThan,6000000000.0,StaticThresholdCriterion,,,,,,,
Network,natGateways,DatapathAvailability,NAT Gateway Datapath Availability,TRUE,FALSE,"auto-generated, agc-1147",DatapathAvailability,Microsoft.Network/natGateways,4,PT30M,PT1M,Average,LessThan,90.0,StaticThresholdCriterion,,,,,,,
Network,natGateways,SNATConnectionCount,Total concurrent active connections,TRUE,FALSE,"auto-generated, agc-1117",SNATConnectionCount,Microsoft.Network/natGateways,4,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""connectionstate"", ""values"": [""failed""]}]",,,,,,
Network,natGateways,PacketDropCount,Count of dropped packets,TRUE,FALSE,"auto-generated, agc-503",PacketDropCount,Microsoft.Network/natGateways,1,PT5M,PT1M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,
Network,natGateways,ByteCount,Total number of Bytes transmitted within time period,TRUE,FALSE,"auto-generated, agc-430",ByteCount,Microsoft.Network/natGateways,4,PT1M,PT1M,Total,GreaterThan,300000000000.0,StaticThresholdCriterion,,,,,,,
Network,natGateways,TotalConnectionCount,Total number of active SNAT connections,TRUE,FALSE,"auto-generated, agc-412",TotalConnectionCount,Microsoft.Network/natGateways,2,PT5M,PT1M,Total,GreaterThan,50000.0,StaticThresholdCriterion,,,,,,,
EventHub,clusters,CPU,CPU utilization for the Event Hub Cluster as a percentage,TRUE,FALSE,"auto-generated, agc-930",CPU,Microsoft.EventHub/clusters,2,PT15M,PT1M,Average,GreaterThan,70.0,StaticThresholdCriterion,"[{""name"": ""role"", ""operator"": ""include"", ""values"": [""sbsfe""]}]",,,,,false,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-clusters-metrics"
EventHub,namespaces,IncomingMessages,Incoming Messages for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-9598",IncomingMessages,Microsoft.EventHub/namespaces,3,PT6H,PT1H,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""entityname"", ""values"": [""application-logs""]}]",,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,OutgoingMessages,Outgoing Messages for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-8753",OutgoingMessages,Microsoft.EventHub/namespaces,3,PT6H,PT1H,Total,LessThan,1.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""entityname"", ""values"": [""application-logs""]}]",,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,ThrottledRequests,Throttled Requests for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-7480",ThrottledRequests,Microsoft.EventHub/namespaces,3,PT15M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,ServerErrors,Server Errors for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-4871",ServerErrors,Microsoft.EventHub/namespaces,3,PT5M,PT5M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,UserErrors,User Errors for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-2637",UserErrors,Microsoft.EventHub/namespaces,3,PT5M,PT5M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,QuotaExceededErrors,Quota Exceeded Errors for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-2437",QuotaExceededErrors,Microsoft.EventHub/namespaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,NamespaceMemoryUsage,Memory usage metric for Premium SKU namespaces.,TRUE,FALSE,"auto-generated, agc-1056",NamespaceMemoryUsage,Microsoft.EventHub/namespaces,2,PT15M,PT5M,Average,GreaterThanOrEqual,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,NamespaceCpuUsage,CPU usage metric for Premium SKU namespaces.,TRUE,FALSE,"auto-generated, agc-1050",NamespaceCpuUsage,Microsoft.EventHub/namespaces,2,PT15M,PT5M,Average,GreaterThanOrEqual,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,CaptureBacklog,Capture Backlog for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-553",CaptureBacklog,Microsoft.EventHub/namespaces,4,PT6H,PT1H,Average,GreaterThan,50000000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,IncomingBytes,Incoming Bytes for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-547",IncomingBytes,Microsoft.EventHub/namespaces,3,PT5M,PT1M,Total,GreaterThan,400000000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
EventHub,namespaces,OutgoingBytes,Outgoing Bytes for Microsoft.EventHub.,TRUE,FALSE,"auto-generated, agc-328",OutgoingBytes,Microsoft.EventHub/namespaces,3,PT5M,PT1M,Total,GreaterThan,400000000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-eventhub-namespaces-metrics
https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs-reference"
Sql,managedInstances,avg_cpu_percent,Average CPU percentage,TRUE,FALSE,"auto-generated, agc-4441",avg_cpu_percent,Microsoft.Sql/managedInstances,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-sql-managed-instance-azure-monitor-reference?view=azuresql
https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-with-dmvs?view=azuresql"
Sql,managedInstances,storage_space_used_mb,Storage space used,TRUE,FALSE,"auto-generated, agc-2661",storage_space_used_mb,Microsoft.Sql/managedInstances,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-sql-managed-instance-azure-monitor-reference?view=azuresql
https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-with-dmvs?view=azuresql"
Sql,servers,databases - connection_failed,Failed Connections,TRUE,FALSE,"auto-generated, agc-30217",connection_failed,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - deadlock,Deadlocks. Not applicable to data warehouses.,TRUE,FALSE,"auto-generated, agc-25557",deadlock,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - blocked_by_firewall,Blocked by Firewall,TRUE,FALSE,"auto-generated, agc-13737",blocked_by_firewall,Microsoft.Sql/servers/databases,2,PT5M,PT5M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - storage,Data space used. Not applicable to data warehouses.,TRUE,FALSE,"auto-generated, agc-5689",storage,Microsoft.Sql/servers/databases,3,PT5M,PT5M,Maximum,GreaterThan,934584883610.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - connection_successful,Successful Connections,TRUE,FALSE,"auto-generated, agc-3978",connection_successful,Microsoft.Sql/servers/databases,4,PT5M,PT5M,Total,LessThan,,DynamicThresholdCriterion,,Low,"{""numberOfEvaluationPeriods"": 5, ""minFailingPeriodsToAlert"": 5}",,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
